"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"group_366","hypothetical protein","hypothetical protein","1","1","1","32","3527","540","1","","410","410","410","","","","HFCAGB_00045","","","","",""
"group_3660","pduM","Bacterial microcompartment assembly protein PduM","1","1","1","32","6354","66","1","","491","491","491","","","","HFCAGB_02305","","","","",""
"group_3661","hypothetical protein","hypothetical protein","1","1","1","32","6451","1","1026","","149","149","149","","","","HFCAGB_02496","","","","",""
"group_3662","ccmE","Cytochrome c-type biogenesis protein CcmE","1","1","1","32","6465","16","1","","500","500","500","","","","HFCAGB_02507","","","","",""
"group_3663","ccmE","Cytochrome c-type biogenesis protein CcmE","1","1","1","32","2516","11","15","","500","500","500","","","","HFCAGB_04059","","","","",""
"group_3665","hypothetical protein","hypothetical protein","1","1","1","32","4205","83","1","","722","722","722","","","","HFCAGB_02723","","","","",""
"group_3666","hypothetical protein","hypothetical protein","1","1","1","32","3978","1","896","","233","233","233","","","","HFCAGB_02778","","","","",""
"ESPR domain-containing protein","","ESPR domain-containing protein","1","1","1","32","3972","30","2","","3011","3011","3011","","","","HFCAGB_02786","","","","",""
"group_3669","yfhR","Uncharacterized protein YfhR","1","1","1","32","4309","511","1","","812","812","812","","","","HFCAGB_02826","","","","",""
"group_3670","bapA","biofilm-associated protein BapA","1","1","1","32","4406","531","1","","11219","11219","11219","","","","HFCAGB_02916","","","","",""
"group_3671","Tail fiber protein","Tail fiber protein","1","1","1","32","2117","1","664","","1685","1685","1685","","","","HFCAGB_02930","","","","",""
"group_3672","Phage tail protein I","Phage tail protein I","1","1","1","32","2116","1","573","","605","605","605","","","","HFCAGB_02931","","","","",""
"IraD/Gp25-like domain-containing protein","","IraD/Gp25-like domain-containing protein","1","1","1","32","2156","1","572","","359","359","359","","","","HFCAGB_02933","","","","",""
"group_3674","Phage baseplate assembly protein V","Phage baseplate assembly protein V","1","1","1","32","2155","1","571","","578","578","578","","","","HFCAGB_02934","","","","",""
"Apea-like HEPN domain-containing protein","","Apea-like HEPN domain-containing protein","1","1","1","32","2154","1","543","","866","866","866","","","","HFCAGB_02935","","","","",""
"group_3676","Phage virion morphogenesis (Putative tail completion) protein","Phage virion morphogenesis (Putative tail completion) protein","1","1","1","32","2153","1","544","","446","446","446","","","","HFCAGB_02936","","","","",""
"group_3677","lysB","LysB family phage lysis regulatory protein","1","1","1","32","2149","1","565","","428","428","428","","","","HFCAGB_02938","","","","",""
"group_3678","Presumed portal vertex protein","Presumed portal vertex protein","1","1","1","32","2062","1","493","","1031","1031","1031","","","","HFCAGB_02948","","","","",""
"RiboL-PSP-HEPN domain-containing protein","","RiboL-PSP-HEPN domain-containing protein","1","1","1","32","2063","1","494","","758","758","758","","","","HFCAGB_02949","","","","",""
"group_368","hypothetical protein","hypothetical protein","1","1","1","32","3582","618","1","","410","410","410","","","","","","","","PKJKAM_02007",""
"group_3680","GmrSD restriction endonucleases N-terminal domain-containing protein","GmrSD restriction endonucleases N-terminal domain-containing protein","1","1","1","32","2064","1","495","","1160","1160","1160","","","","HFCAGB_02950","","","","",""
"group_3681","Lipoprotein","Lipoprotein","1","1","1","32","2065","1","496","","806","806","806","","","","HFCAGB_02951","","","","",""
"group_3682","hypothetical protein","hypothetical protein","1","1","1","32","2066","1","497","","287","287","287","","","","HFCAGB_02952","","","","",""
"group_3683","Bacteriophage replication gene A protein (GPA)","Bacteriophage replication gene A protein (GPA)","1","1","1","32","2081","1","516","","2396","2396","2396","","","","HFCAGB_02954","","","","",""
"group_3684","Superinfection exclusion protein B","Superinfection exclusion protein B","1","1","1","32","5599","1","140","","593","593","593","","","","HFCAGB_02964","","","","",""
"group_3685","DUF3800 domain-containing protein","DUF3800 domain-containing protein","1","1","1","32","5600","1","141","","803","803","803","","","","HFCAGB_02965","","","","",""
"group_3687","hypothetical protein","hypothetical protein","1","1","1","32","5088","17","16","","140","140","140","","","","HFCAGB_03109","","","","",""
"group_3688","CRISPR-associated protein, CT1975 family","CRISPR-associated protein, CT1975 family","1","1","1","32","4447","424","1","","1058","1058","1058","","","","HFCAGB_03145","","","","",""
"group_3693","Putative membrane protein","Putative membrane protein","1","1","1","32","4925","29","10","","365","365","365","","","","HFCAGB_03250","","","","",""
"Arginine exporter","","Arginine exporter","1","1","1","32","4465","506","1","","353","353","353","","","","HFCAGB_03290","","","","",""
"group_3697","Helix-turn-helix transcriptional regulator","Helix-turn-helix transcriptional regulator","1","1","1","32","4647","552","1","","959","959","959","","","","HFCAGB_03514","","","","",""
"group_3699","tdfR","HTH-type transcriptional regulator tdfR","1","1","1","32","2446","555","1","","221","221","221","","","","HFCAGB_03689","","","","",""
"group_3700","hypothetical protein","hypothetical protein","1","1","1","32","2449","508","1","","269","269","269","","","","HFCAGB_03702","","","","",""
"yibR","","Uncharacterized protein YibR","1","1","1","32","2633","557","1","","209","209","209","","","","HFCAGB_03963","","","","",""
"group_3703","hypothetical protein","hypothetical protein","1","1","1","32","2491","25","10","","176","176","176","","","","HFCAGB_03996","","","","",""
"group_3704","AAA family ATPase","AAA family ATPase","1","1","1","32","2492","25","9","","497","497","497","","","","HFCAGB_03997","","","","",""
"group_3713","adeP","Adenine permease AdeP","1","1","1","32","2301","51","2","","1169","1169","1169","","","","HFCAGB_04092","","","","",""
"group_372","hypothetical protein","hypothetical protein","1","1","1","32","3628","617","1","","128","128","128","","","","","","","","PKJKAM_00784",""
"group_3722","Inner membrane protein","Inner membrane protein","1","1","1","32","3148","31","8","","281","281","281","","","","HFCAGB_04404","","","","",""
"group_3723","hypothetical protein","hypothetical protein","1","1","1","32","2179","504","2","","173","173","173","","","","HFCAGB_04409","","","","",""
"group_3724","thiF","Thiazole biosynthesis adenylyltransferase ThiF","1","1","1","32","2174","504","1","","758","758","758","","","","HFCAGB_04410","","","","",""
"group_3725","hypothetical protein","hypothetical protein","1","1","1","32","5944","541","1","","785","785","785","","","","HFCAGB_04519","","","","",""
"group_3726","Transposase","Transposase","1","1","1","32","5308","1","83","","533","533","533","","","","HFCAGB_04701","","","","",""
"sefA","","SEF14 fimbria major subunit SefA","1","1","1","32","5307","1","82","","497","497","497","","","","HFCAGB_04702","","","","",""
"group_3728","tnp","IS3 family ISKpn53 transposase ORF A","1","1","1","32","5483","1","268","","278","278","278","","","","HFCAGB_04713","","","","",""
"group_3729","Cytoplasmic protein","Cytoplasmic protein","1","1","1","32","5482","1","269","","248","248","248","","","","HFCAGB_04714","","","","",""
"group_3730","hypothetical protein","hypothetical protein","1","1","1","32","5326","14","26","","791","791","791","","","","HFCAGB_04745","","","","",""
"group_3731","hypothetical protein","hypothetical protein","1","1","1","32","5325","14","27","","428","428","428","","","","HFCAGB_04746","","","","",""
"Host cell division inhibitor Icd-like protein","","Host cell division inhibitor Icd-like protein","1","1","1","32","5415","14","7","","194","194","194","","","","HFCAGB_04756","","","","",""
"yjjJ","","Toxin YjjJ","1","1","1","32","5360","519","1","","1328","1328","1328","","","","HFCAGB_04800","","","","",""
"Ferrichrome outer membrane transporter","","Ferrichrome outer membrane transporter","1","1","1","32","3433","143","1","","1760","1760","1760","GEGEGB_00211","","","","","","","",""
"group_3764","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","1","1","1","32","3394","3","179","","230","230","230","","","","HFCAGB_04856","","","","",""
"group_3765","vapC","tRNA(fMet)-specific endonuclease VapC","1","1","1","32","3395","3","180","","428","428","428","","","","HFCAGB_04857","","","","",""
"group_3766","hypothetical protein","hypothetical protein","1","1","1","32","3396","3","181","","266","266","266","","","","HFCAGB_04858","","","","",""
"faeJ","","K88 minor fimbrial subunit FaeJ","1","1","1","32","5903","3","125","","713","713","713","","","","HFCAGB_04864","","","","",""
"group_3768","Fimbrial protein","Fimbrial protein","1","1","1","32","5901","3","123","","272","272","272","","","","HFCAGB_04867","","","","",""
"group_3769","Fimbrial protein","Fimbrial protein","1","1","1","32","5900","3","122","","569","569","569","","","","HFCAGB_04868","","","","",""
"group_3770","Fimbrial protein","Fimbrial protein","1","1","1","32","5899","3","121","","794","794","794","","","","HFCAGB_04869","","","","",""
"group_3771","Transposase","Transposase","1","1","1","32","5898","3","120","","197","197","197","","","","HFCAGB_04870","","","","",""
"group_3772","hypothetical protein","hypothetical protein","1","1","1","32","5897","3","119","","203","203","203","","","","HFCAGB_04871","","","","",""
"group_3773","Transposase","Transposase","1","1","1","32","5896","3","118","","173","173","173","","","","HFCAGB_04872","","","","",""
"group_3774","hypothetical protein","hypothetical protein","1","1","1","32","5895","3","117","","176","176","176","","","","HFCAGB_04873","","","","",""
"group_3778","Fertility inhibition protein","Fertility inhibition protein","1","1","1","32","5886","3","108","","563","563","563","","","","HFCAGB_04880","","","","",""
"traX","","Conjugal transfer pilus acetylation protein TraX","1","1","1","32","5885","3","107","","740","740","740","","","","HFCAGB_04881","","","","",""
"group_378","hypothetical protein","hypothetical protein","1","1","1","32","3956","451","2","","401","401","401","","","BEJGEH_02591","","","","","",""
"parF","","Plasmid partition protein ParF (Serine recombinase)","1","1","1","32","5883","3","50","","644","644","644","","","","HFCAGB_04883","","","","",""
"dqlB","","DinQ-like type I toxin DqlB","1","1","1","32","5882","3","49","","95","95","95","","","","HFCAGB_04884","","","","",""
"group_3782","HNH endonuclease","HNH endonuclease","1","1","1","32","5881","3","48","","1127","1127","1127","","","","HFCAGB_04886","","","","",""
"Abi family protein","","Abi family protein","1","1","1","32","5880","3","47","","485","485","485","","","","HFCAGB_04887","","","","",""
"group_3784","DNA-binding protein","DNA-binding protein","1","1","1","32","5879","3","46","","434","434","434","","","","HFCAGB_04888","","","","",""
"group_3785","DNA topoisomerase","DNA topoisomerase","1","1","1","32","5878","3","45","","2153","2153","2153","","","","HFCAGB_04889","","","","",""
"DNA topoisomerase III","","DNA topoisomerase III","1","1","1","32","5877","3","44","","575","575","575","","","","HFCAGB_04890","","","","",""
"group_3787","Conjugal transfer protein","Conjugal transfer protein","1","1","1","32","5876","3","43","","302","302","302","","","","HFCAGB_04891","","","","",""
"group_3788","Conjugal transfer protein","Conjugal transfer protein","1","1","1","32","5875","3","42","","413","413","413","","","","HFCAGB_04892","","","","",""
"group_3789","Conjugal transfer protein","Conjugal transfer protein","1","1","1","32","5874","3","41","","1835","1835","1835","","","","HFCAGB_04893","","","","",""
"group_3790","hypothetical protein","hypothetical protein","1","1","1","32","5873","3","40","","764","764","764","","","","HFCAGB_04894","","","","",""
"PilX10","","PilX10","1","1","1","32","5872","3","39","","1205","1205","1205","","","","HFCAGB_04895","","","","",""
"Conjugative transfer protein Pilx9","","Conjugative transfer protein Pilx9","1","1","1","32","5871","3","38","","929","929","929","","","","HFCAGB_04896","","","","",""
